,data_id,message_id,date,text,tweet_lang,place,photo_url,geometry,source
1765,1766,1322832364763025408,2020-11-01 09:26:27+00:00,@KiranSolanki67 I agree it's not a cert for many reasons but it's looking better for Biden than it was from Clinton in my view.,en,na,na,"POLYGON ((-0.228589 51.477225, -0.228589 51.530348, -0.149791 51.530348, -0.149791 51.477225, -0.228589 51.477225))",random
1766,1767,1333675063284019201,2020-12-01 07:31:28+00:00,Just posted a photo @ Tipo-50-Tipo Studio https://t.co/AGXtYJovoM,en,na,na,POINT (-0.01267555 51.55933038),random
1767,1768,1356163430370177027,2021-02-01 08:52:12+00:00,@mckeown_ryan @McGin1874 Claret (and blue) shirt & blues shorts always looks class. Maybe this is why I’ve always thought that (without realising!),en,na,na,"POLYGON ((-0.317439 51.637258, -0.317439 51.648745, -0.29261 51.648745, -0.29261 51.637258, -0.317439 51.637258))",random
1768,1769,1344807187948969989,2021-01-01 00:46:33+00:00,"Happy new year you lovely bunch - keep smiling, healthy and well xxx 😘 big virtual hugs 🤗 to you all xx @ Witley https://t.co/soGUBEpFCS",en,na,na,POINT (-0.66030093 51.15003937),random
1769,1770,1322865251096973312,2020-11-01 11:37:08+00:00,@maggielovesgolf Oh no back to the beeb then👎😤,en,na,na,"POLYGON ((-0.253407 51.269527, -0.253407 51.336645, -0.155273 51.336645, -0.155273 51.269527, -0.253407 51.269527))",random
1770,1771,1324502934772686851,2020-11-06 00:04:42+00:00,@Hannah_Godfrey Totally agree,en,na,na,"POLYGON ((-0.335879 51.672586, -0.3039802 51.672586, -0.3039802 51.696172, -0.335879 51.696172, -0.335879 51.672586))",random
1771,1772,1302324066905468928,2020-09-05 19:13:48+00:00,"@TonyParsonsUK The British influence from the past all around the world is something we can and should be proud of. The only thing we should be ashamed of is that when it comes to rugby, cricket tennis etc all these other countries regularly beat us.",en,na,na,"POLYGON ((-0.453791 51.253156, -0.453791 51.295504, -0.419078 51.295504, -0.419078 51.253156, -0.453791 51.253156))",random
1772,1773,1550732856388829184,2022-07-23 06:41:38,"The Lincoln Heights Community is rallying behind a local family that is now homeless after a fire. They are unable to find a new home in LA’s challenging housing market… so they are sleeping under a canopy in the parking lot. @CBSLA 

https://t.co/kWNk5Vvpzm",en,"Los Angeles, CA",,"POLYGON ((-118.668404 33.704538, -118.668404 34.337041, -118.155409 34.337041, -118.155409 33.704538, -118.668404 33.704538))",cali_fire
1773,1774,1322863614932516868,2020-11-01 11:30:38+00:00,"@Tabss273 @Alexand42631400 @AllieCowley6 @Majka_Shinoda @TXTransplant45 @strongwithinxo @jadeantoinetter @andshecalledme1 You’re lovely! I’m here for you and u all here! Sorry, not so great with threads in group messages but I’m listening! ❤️🥰❤️",en,na,na,"POLYGON ((-0.020854 51.779096, -0.020854 51.796383, 0.019293 51.796383, 0.019293 51.779096, -0.020854 51.779096))",random
1774,1775,1322959008181981185,2020-11-01 17:49:41+00:00,Drinking  The Black Pig by @Thewhitehag at @beermerchantsHW — https://t.co/KkYyCki2H1,en,na,na,POINT (-0.0236325 51.5442),random
1775,1776,1323277855703375873,2020-11-02 14:56:40+00:00,You’re just sorry that you got caught.,en,na,na,"POLYGON ((0.025393 51.613051, 0.025393 51.66874, 0.096849 51.66874, 0.096849 51.613051, 0.025393 51.613051))",random
1776,1777,1365020805533487109,2021-02-25 19:28:15+00:00,What’s the fascination with giant Yorkshire puddings? It’s like - you discovered self raising flour - get over it.,en,na,na,"POLYGON ((-0.074547 51.414087, -0.074547 51.494127, 0.038567 51.494127, 0.038567 51.414087, -0.074547 51.414087))",random
1777,1778,1561128825106448384,2022-08-20 23:11:30,"LAFD-Central Structure Fire reported at W 8th St / Broadway St

https://t.co/zx96qvvCHF
#lafd #lafdalert",en,"Los Angeles, CA",,POINT (-118.25369 34.044955),cali_fire
1778,1779,1322856776409190401,2020-11-01 11:03:27+00:00,"Oh stop it, you (he re-tweeted!)",en,na,na,"POLYGON ((-0.387744 51.349772, -0.387744 51.403572, -0.305355 51.403572, -0.305355 51.349772, -0.387744 51.349772))",random
1779,1780,1301835970136944641,2020-09-04 10:54:16+00:00,"@HRHJaffeJoffer Lol, he needs a goal. Confidence must be low with his injury history. I reckon there's a player in there.",en,na,na,"POLYGON ((0.228239 51.461687, 0.228239 51.511284, 0.407315 51.511284, 0.407315 51.461687, 0.228239 51.461687))",random
1780,1781,1333876440492863496,2020-12-01 20:51:40+00:00,{AUDIT} High Wycombe (rogue) Police Station https://t.co/QbXFkNxJCL via @YouTube,en,na,na,"POLYGON ((-0.660061 51.490484, -0.660061 51.538905, -0.525138 51.538905, -0.525138 51.490484, -0.660061 51.490484))",random
1781,1782,1559640208382889986,2022-08-16 20:36:17,"Closest fire so far this year. It’s only August, lots of time left in this fire season. 😬",en,"Meadow Vista, CA",,"POLYGON ((-121.065573 38.961167, -121.065573 39.018285, -120.976353 39.018285, -120.976353 38.961167, -121.065573 38.961167))",cali_fire
1782,1783,1573809120502759424,2022-09-24 22:58:28,"Harbor City | Structure Fire reported at S Western Av / Lomita Blvd

https://t.co/IR3uKUvEDp
#lafd #lafdalert",en,"Los Angeles, CA",,POINT (-118.30614 33.797653),cali_fire
1783,1784,1356054990159286273,2021-02-01 01:41:18+00:00,AH COME ON NOWWWW this mix is too cold  #DoYouHaveHoil,en,na,na,"POLYGON ((-0.444459 51.632236, -0.444459 51.703921, -0.340092 51.703921, -0.340092 51.632236, -0.444459 51.632236))",random
1784,1785,1364643282798710785,2021-02-24 18:28:07+00:00,"@Philly_Spurr @cornwallchar On a scooter, dress on over trousers and the cast. Did I get away with it;-). And filmed myself on my mobile!!",en,na,na,"POLYGON ((-0.3605746 51.6653644, -0.3383761 51.6653644, -0.3383761 51.6824301, -0.3605746 51.6824301, -0.3605746 51.6653644))",random
1785,1786,1323378497230917634,2020-11-02 21:36:35+00:00,@TMiscreants Bollocks 😂😂I'm free🤣🤣🤣❤️❤️❤️ https://t.co/VaYWIqvJ1Z,en,na,na,"POLYGON ((-0.444459 51.632236, -0.444459 51.703921, -0.340092 51.703921, -0.340092 51.632236, -0.444459 51.632236))",random
1786,1787,1338939017451229190,2020-12-15 20:08:32+00:00,"#OMOASHABICHRISTMASHAMPER 
#OMOASHABISTORE 
#OMOASHABIENTERPRISE 
Call +44 0753958730 @ Dagenham, United Kingdom https://t.co/BHBFvKRZDM",en,na,na,POINT (0.1479 51.54296),random
1787,1788,1322872421507059712,2020-11-01 12:05:37+00:00,@rosiesweeneyx happy birthday Rosie 🎂 you are such a queen and I miss you very much. Love you ❤️🥰 hope you have a lovely day!,en,na,na,"POLYGON ((-0.213503 51.512805, -0.213503 51.572068, -0.105303 51.572068, -0.105303 51.512805, -0.213503 51.512805))",random
1788,1789,1566783005259010048,2022-09-05 13:39:12,"On behalf of the Local 1014 Executive Board and the over 3,300 Firefighters, Paramedics, Dispatchers, Pilots, Wildland Firefighters, Forestry and Health HazMat personnel, we wish you a happy and safe Labor Day! 
@IAFFofficial @CAFirefighters https://t.co/QACZXMuzOp",en,"Los Angeles, CA",http://pbs.twimg.com/ext_tw_video_thumb/1566782977450790912/pu/img/cNjhPpOIshSItC8Y.jpg,"POLYGON ((-118.668404 33.704538, -118.668404 34.337041, -118.155409 34.337041, -118.155409 33.704538, -118.668404 33.704538))",cali_fire
1789,1790,1323031482458406920,2020-11-01 22:37:40+00:00,@damienshields @Viola_TC Just tonight I asked fans to imagine Michael Jackson without Billie Jean and they just couldn’t. Billie Jean in many ways defined Michael and created a culture around him. It’s an obvious first choice.,en,na,na,"POLYGON ((0.010398 51.543815, 0.010398 51.626165, 0.147328 51.626165, 0.147328 51.543815, 0.010398 51.543815))",random
1790,1791,1302322357881708544,2020-09-05 19:07:00+00:00,@prwhittle @MahyarTousi Yes! Is commissioner Dick sending two P45’s? And if not why.,en,na,na,"POLYGON ((0.391586 51.517619, 0.391586 51.529916, 0.408622 51.529916, 0.408622 51.517619, 0.391586 51.517619))",random
1791,1792,1322955698502852609,2020-11-01 17:36:32+00:00,Back to two DMs,en,na,na,"POLYGON ((-0.403988 51.55309, -0.403988 51.638576, -0.270137 51.638576, -0.270137 51.55309, -0.403988 51.55309))",random
1792,1793,1567295730712453122,2022-09-06 23:36:35,Doppler Radar is showing the plume of smoke from the Fairview Fire https://t.co/4wwVpRc7C4,en,"Murrieta, CA",http://pbs.twimg.com/media/FcAnKHOakAABfvq.jpg,"POLYGON ((-117.274492 33.521653, -117.1185592 33.521653, -117.1185592 33.612308, -117.274492 33.612308, -117.274492 33.521653))",cali_fire
1793,1794,1356210177184296963,2021-02-01 11:57:58+00:00,"@KieranTierneyTV Yeah mate, hopefully he grabs the opportunity with both hands",en,na,na,"POLYGON ((0.252097 51.597898, 0.252097 51.645571, 0.364782 51.645571, 0.364782 51.597898, 0.252097 51.597898))",random
1794,1795,1542532610756227074,2022-06-30 15:36:47,"""She believed the gunfire was a rescuer. It wasn't. It was the #WhiteDevil himself.""

The stories from the #BuffaloMassacre r gutting.
#readmore @LAProgressive
https://t.co/KU0Qc4IY7o

@blmgrassroots
@BLMLA 
@NABJ  
@kbla1580
@rolandsmartin
@TheYoungTurks

#TruthBeTold https://t.co/78ZCXvIzvU",en,"Pasadena, CA",http://pbs.twimg.com/media/FWgtO5fUcAAmgej.jpg,"POLYGON ((-118.198346 34.117025, -118.198346 34.237595, -118.065582 34.237595, -118.065582 34.117025, -118.198346 34.117025))",cali_fire
1795,1796,1333734934326939648,2020-12-01 11:29:22+00:00,@DanielJFalconer On the cards for a long time,en,na,na,"POLYGON ((-0.080028 51.48432, -0.080028 51.545341, 0.009989 51.545341, 0.009989 51.48432, -0.080028 51.48432))",random
1796,1797,1512960184770998273,2022-04-10 01:06:32,"Sac Metro Fire: Several animals found dead during barn fire in Sacramento County
https://t.co/Rxk2CuUZtr
Shooting under investigation in Rancho Cordova
https://t.co/iNzlRs7KJ0

——
3/3",en,"Stockton, CA",,"POLYGON ((-121.416872 37.883347, -121.416872 38.078305, -121.183979 38.078305, -121.183979 37.883347, -121.416872 37.883347))",cali_fire
1797,1798,1306603679135531008,2020-09-17 14:39:27+00:00,"Loving watching free practice at Le Mans. It's not like being there, but it's as close as I can get.
#HagertyRLM… https://t.co/QX4VmYk5Xz",en,na,na,"POLYGON ((-0.6329393 51.283513, -0.4647322 51.283513, -0.4647322 51.349531, -0.6329393 51.349531, -0.6329393 51.283513))",random
1798,1799,1302351539508518912,2020-09-05 21:02:58+00:00,@gazneedle Gravy !!,en,na,na,"POLYGON ((-0.3953 51.259723, -0.3953 51.323627, -0.307518 51.323627, -0.307518 51.259723, -0.3953 51.259723))",random
1799,1800,1322897759737991171,2020-11-01 13:46:18+00:00,@deletedperson__ @chainbear There is no doubt the engineering team is fantastic and a job well done. That doesn't change that the sport is currently dull. There is no competition.,en,na,na,"POLYGON ((-0.110331 51.261343, -0.110331 51.322055, -0.037575 51.322055, -0.037575 51.261343, -0.110331 51.261343))",random
1800,1801,1356278515713372164,2021-02-01 16:29:31+00:00,"@robertwalkley1 @EurostarNev I did hear of someone getting caught out, didn't know it was you Bob 🤣",en,na,na,"POLYGON ((-0.519374 51.33885, -0.519374 51.365841, -0.47841 51.365841, -0.47841 51.33885, -0.519374 51.33885))",random
1801,1802,1356030966024835075,2021-02-01 00:05:50+00:00,"HERE WE GO!!! Out comes Goldberg for the WWE Championship Match vs the Pride of Britain, our WWE Champion, Drew McIntyre! #RoyalRumble #WWE",en,na,na,"POLYGON ((-0.523333 51.378382, -0.523333 51.460781, -0.381669 51.460781, -0.381669 51.378382, -0.523333 51.378382))",random
1802,1803,1322897126930685952,2020-11-01 13:43:47+00:00,"One of the columns of today’s #protest march in #Minsk, #Belarus: still significant turnout despite the dull autumnal weather  https://t.co/sX2dCOezfk",en,na,na,"POLYGON ((-0.074547 51.414087, -0.074547 51.494127, 0.038567 51.494127, 0.038567 51.414087, -0.074547 51.414087))",random
1803,1804,1322899349957988354,2020-11-01 13:52:37+00:00,@MattyWTF1 Sadly I think it has.,en,na,na,"POLYGON ((-0.230949 51.21315, -0.230949 51.268978, -0.130394 51.268978, -0.130394 51.21315, -0.230949 51.21315))",random
1804,1805,1550620936977534976,2022-07-22 23:16:55,"#California, be smart. Be over-the-top careful. Lives and livelihoods depend on it. #CAfire",en,"Sacramento, CA",,"POLYGON ((-121.576613 38.43792, -121.576613 38.685524, -121.362715 38.685524, -121.362715 38.43792, -121.576613 38.43792))",cali_fire
1805,1806,1322695747465322496,2020-11-01 00:23:35+00:00,Remembering last year’s visit to @wbtourlondon ⚡️ Happy Halloween! ⚡️ #harrypottertourstudios @ Warner Bros. Studio Tour London https://t.co/h0UtZ5G2Pm,en,na,na,POINT (-0.41750461 51.69045355),random
1806,1807,1566416669748125696,2022-09-04 13:23:31,"LACoFD-4 | South County Structure Fire reported at Lockheed Ave /  

https://t.co/ysxqEaadQb
#lacofd #lacofdalert",en,"West Whittier, CA",,POINT (-118.06759 33.99237),cali_fire
1807,1808,1496941127303196672,2022-02-24 20:12:31,I’m here with “Team Up for Sports Safety in California” and the panel on best practices to mitigate health effects of air pollutants highlights the importance of qualified #AthleticTrainers as CA's #wildfire problems continue to grow. #CALeg @AssemblyDems @CASenateDems,en,"Sacramento, CA",,"POLYGON ((-121.576613 38.43792, -121.576613 38.685524, -121.362715 38.685524, -121.362715 38.43792, -121.576613 38.43792))",cali_fire
1808,1809,1305952422121091079,2020-09-15 19:31:35+00:00,@gassafemark @ConexBanninger Cheers Mark 👍🏻,en,na,na,"POLYGON ((0.298857 51.284406, 0.330171 51.284406, 0.330171 51.297331, 0.298857 51.297331, 0.298857 51.284406))",random
1809,1810,1545817064295673856,2022-07-09 17:08:02,"@anthonyfurey The citizens of Ottawa who spent weeks under occupation would like a word.

Play with fire, get burned.",en,"Thousand Oaks, CA",,"POLYGON ((-119.061758 34.126875, -119.061758 34.250081, -118.776015 34.250081, -118.776015 34.126875, -119.061758 34.126875))",cali_fire
1810,1811,1304679021041668096,2020-09-12 07:11:33+00:00,"Needed one of these last #weekend! #AugmentedReality Tape Measure #App from @MikeQuindazzi & @GeorgeWillems1 via @ShiCooks #DigitalTransformation 
#Innovation #TechForGood #AR #Tech #Digital @Nicochan33 @CurieuxExplorer @BetaMoroney @enricomolinari @RitupaGhosh @Paula_Piccard",en,na,na,"POLYGON ((-0.618246 51.388161, -0.618246 51.417719, -0.547803 51.417719, -0.547803 51.388161, -0.618246 51.388161))",random
1811,1812,1356215837150109697,2021-02-01 12:20:27+00:00,"""Cottage cheese "" in #London #UnitedKingdom https://t.co/nMAKSTfw4E #foodwaste #free",en,na,na,POINT (-0.04647 51.4351),random
1812,1813,1558254723873943552,2022-08-13 00:50:51,"@mcg1971 Oh and given previous history of the FBI, especially Crossfire Hurricane… Would you be the least bit surprised if evidence were planted.

The warrant alone was entirely pretext.",en,"Newport Beach, CA",,"POLYGON ((-117.958219 33.563618, -117.958219 33.671658, -117.789845 33.671658, -117.789845 33.563618, -117.958219 33.563618))",cali_fire
1813,1814,1536020683884462085,2022-06-12 16:20:43,!! CLOSED !! Brush fire has ALL lanes blocked in BOTH directions. in #Wrightwood on Angeles Crest Hwy (Hwy 2) EB between Sheep Crk Drive and Hwy 138 #LAtraffic https://t.co/e2e6MWkOvI,en,"Wrightwood, CA",,POINT (-117.6152 34.35616),cali_fire
1814,1815,1302242869567250434,2020-09-05 13:51:09+00:00,"""Tisserand Essential Oil mixing bottle and mea..."" in #Chesham #UnitedKingdom https://t.co/8wfRkZbsCr #zerowaste #free",en,na,na,POINT (-0.6137 51.703),random
1815,1816,1333570961459867648,2020-12-01 00:37:48+00:00,@JNS_org https://t.co/EpAj700hzK Ashkenazi Jewish nurse,en,na,na,"POLYGON ((0.377224 51.170643, 0.377224 51.188737, 0.401473 51.188737, 0.401473 51.170643, 0.377224 51.170643))",random
1816,1817,1302310712002465792,2020-09-05 18:20:44+00:00,"@jezzerbear @FredTedHug @BearemyTed Oh Jezzer, how sad 💔 I have similar regrets. But we live and learn.",en,na,na,"POLYGON ((-0.647377 51.303262, -0.647377 51.311856, -0.624535 51.311856, -0.624535 51.303262, -0.647377 51.303262))",random
1817,1818,1311487977424654342,2020-10-01 02:07:54+00:00,@DamonJ2001 @BBCNews I suppose he expected to start as ceo,en,na,na,"POLYGON ((-0.519374 51.33885, -0.519374 51.365841, -0.47841 51.365841, -0.47841 51.33885, -0.519374 51.33885))",random
1818,1819,1333775675065569282,2020-12-01 14:11:15+00:00,"@andyroodaddyo Labour have a chance to prove to electorate that they have some substance, some guts, some courage.....but they havent. This was their chance to ptive a point....and yet again they havent mate",en,na,na,"POLYGON ((-0.053106 51.799445, -0.053106 51.823834, -0.010944 51.823834, -0.010944 51.799445, -0.053106 51.799445))",random
1819,1820,1302383869585481730,2020-09-05 23:11:26+00:00,These two clips ffs 😂😂😂,en,na,na,"POLYGON ((0.234402 51.694924, 0.234402 51.718485, 0.251003 51.718485, 0.251003 51.694924, 0.234402 51.694924))",random
1820,1821,1302358162293563392,2020-09-05 21:29:17+00:00,@evanlphoto @ClgBeart @officialdonegal @GaaNaomh @InishowenIndo Great moment captured...,en,na,na,"POLYGON ((-0.444459 51.632236, -0.444459 51.703921, -0.340092 51.703921, -0.340092 51.632236, -0.444459 51.632236))",random
1821,1822,1322959847097356290,2020-11-01 17:53:01+00:00,"""PRET- chicken Caesar and bacon baguette"" in #Woking #UnitedKingdom https://t.co/KlOkQIvMYw #foodwaste #free",en,na,na,POINT (-0.57423 51.3252),random
1822,1823,1323277149948837890,2020-11-02 14:53:52+00:00,Just posted a photo @ The Running Horses https://t.co/VDuWzq0fUh,en,na,na,POINT (-0.32402482 51.26778364),random
1823,1824,1323389436151926784,2020-11-02 22:20:03+00:00,Getting mixed signals and idk wtf to do...,en,na,na,"POLYGON ((-0.523333 51.378382, -0.523333 51.460781, -0.381669 51.460781, -0.381669 51.378382, -0.523333 51.378382))",random
1824,1825,1302283199536607232,2020-09-05 16:31:24+00:00,Kids are so innovative these days https://t.co/tE3ZG707U9,en,na,na,"POLYGON ((-0.25981 51.728695, -0.25981 51.779423, -0.201667 51.779423, -0.201667 51.728695, -0.25981 51.728695))",random
1825,1826,1333674276143194114,2020-12-01 07:28:20+00:00,Really? I thought everyone would be clamouring for more of this restrictive shitshow.,en,na,na,"POLYGON ((-0.080526 51.343417, -0.080526 51.445223, 0.133124 51.445223, 0.133124 51.343417, -0.080526 51.343417))",random
1826,1827,1548112402947776516,2022-07-16 01:08:54,"LAFD-Central Structure Fire reported at W 1st St / St Andrews Pl

https://t.co/aec5pqKzd1
#lafd #lafdalert",en,"Los Angeles, CA",,POINT (-118.31118 34.072481),cali_fire
1827,1828,1333815173929373697,2020-12-01 16:48:13+00:00,Just posted a photo @ Paragon Cars London https://t.co/icvQqAoEKw,en,na,na,POINT (-0.40147931 51.64410059),random
1828,1829,1322975252859834369,2020-11-01 18:54:14+00:00,"I hate when people say I’m somali cos I’m not, I’m Barawani and proud. Yuck 🤮🤮",en,na,na,"POLYGON ((-0.187894 51.483718, -0.187894 51.516466, -0.109978 51.516466, -0.109978 51.483718, -0.187894 51.483718))",random
1829,1830,1323025033158156288,2020-11-01 22:12:03+00:00,"😊⭐️ Another Happy Customer 

#recommended #carpet #happy https://t.co/8lTTbC5LJo",en,na,na,"POLYGON ((0.043261 51.626419, 0.043261 51.626419, 0.043261 51.626419, 0.043261 51.626419, 0.043261 51.626419))",random
1830,1831,1494136933248757763,2022-02-17 02:29:39,"RT/💙 🎉TOMORROW🎉 8:30pm, we got MO x JAYQUAN X D2 performing in the spot! CHINALAND. No cover charge!!! $7 HENNY, AMF, LONG ISLAND + more before 10:30pm. As always JC TACOS 🌮 will be serving that fire food. 543 S VENTURA RD. OXNARD, CA https://t.co/bQihq3GFCp",en,"Oxnard, CA",http://pbs.twimg.com/ext_tw_video_thumb/1494136837538938882/pu/img/baazB5co6daIHFgb.jpg,"POLYGON ((-119.248624 34.101755, -119.248624 34.262157, -119.082154 34.262157, -119.082154 34.101755, -119.248624 34.101755))",cali_fire
1831,1832,1571227924552126467,2022-09-17 20:01:43,@MSNBC Lost my life savings sheltering from the pandemic and fires,en,"Eureka, CA",,"POLYGON ((-124.202007 40.745339, -124.202007 40.819908, -124.136897 40.819908, -124.136897 40.745339, -124.202007 40.745339))",cali_fire
1832,1833,1322948080665243656,2020-11-01 17:06:16+00:00,"Shocking schools and universities are not going into lockdown , strange decision, all about opinions though ......",en,na,na,"POLYGON ((-0.632939 51.283513, -0.632939 51.349531, -0.464732 51.349531, -0.464732 51.283513, -0.632939 51.283513))",random
1833,1834,1568933640649965568,2022-09-11 12:05:03,"Happy Sunday!!
Now on @10News This Morning at 5am:
* Remembering 9/11
* California Wildfires
* Water Advisory
Join @10NewsMecija & @dickenssandiego throughout the morning!
Livestream: https://t.co/lxJ7cR6DFc",en,"San Diego, CA",,"POLYGON ((-117.282538 32.53962, -117.282538 33.080404, -116.92744 33.080404, -116.92744 32.53962, -117.282538 32.53962))",cali_fire
1834,1835,1311560301914001409,2020-10-01 06:55:18+00:00,Well done @Crayforddogs for being nominated in the ‘Best Employer’ category 2020. Good luck! 😉🤞🏼,en,na,na,"POLYGON ((0.244145 51.438822, 0.244145 51.456306, 0.297592 51.456306, 0.297592 51.438822, 0.244145 51.438822))",random
1835,1836,1333749794217611264,2020-12-01 12:28:25+00:00,May this dazzling month of #December be a blessed one for you and yours! #December1st #December2020,en,na,na,"POLYGON ((-0.619506 51.205293, -0.619506 51.267548, -0.520729 51.267548, -0.520729 51.205293, -0.619506 51.205293))",random
1836,1837,1566915375044112385,2022-09-05 22:25:11,"Car Fire: Hwy 160 at W Walker Landing Rd, Walnut Grove",en,"California, USA",,POINT (-121.558501 38.212199),cali_fire
1837,1838,1323022668099190784,2020-11-01 22:02:39+00:00,@AlasdairGold What’s the story with vinny? hooked after 45 on Thursday and not in the squad. Strange to sign a back up striker & not have him on the bench.,en,na,na,"POLYGON ((-0.100615 51.681067, -0.100615 51.755575, -0.010847 51.755575, -0.010847 51.681067, -0.100615 51.681067))",random
1838,1839,1316299198145363968,2020-10-14 08:45:59+00:00,@everythingabili Would satanists say “Give us this day our daily toast” - you mean you butter it after it went cold!?,en,na,na,"POLYGON ((0.252097 51.597898, 0.252097 51.645571, 0.364782 51.645571, 0.364782 51.597898, 0.252097 51.597898))",random
1839,1840,1356290394301063175,2021-02-01 17:16:43+00:00,@ManUnited_05 I’m not no,en,na,na,"POLYGON ((-0.15191 51.410792, -0.15191 51.509887, -0.078902 51.509887, -0.078902 51.410792, -0.15191 51.410792))",random
1840,1841,1484703928268648450,2022-01-22 01:46:15,@SecVilsack @forestservice Actually this fire season ended right on time and saw about 2 million less acres burned than the previous year . Look down in Australia very few if any fires this year as compared to past years,en,"Santa Clarita, CA",,"POLYGON ((-118.627874 34.347483, -118.627874 34.483779, -118.378643 34.483779, -118.378643 34.347483, -118.627874 34.347483))",cali_fire
1841,1842,1323277091106934784,2020-11-02 14:53:38+00:00,@KingsHillChat Oooh thank you I've just sprayed him with doggy perfume he's not impressed 🤪,en,na,na,"POLYGON ((0.384123 51.264277, 0.384123 51.279681, 0.418502 51.279681, 0.418502 51.264277, 0.384123 51.264277))",random
1842,1843,1333776297147895809,2020-12-01 14:13:44+00:00,@realDonaldTrump Still waiting for evidence !,en,na,na,"POLYGON ((-0.100615 51.681067, -0.100615 51.755575, -0.010847 51.755575, -0.010847 51.681067, -0.100615 51.681067))",random
1843,1844,1322835945469652994,2020-11-01 09:40:41+00:00,"@ChrisseyWrites We are watching haunting of Bly Manor! It’s much scarier than I can usually handle, but it’s really gripping!",en,na,na,"POLYGON ((-0.507459 51.618252, -0.507459 51.662989, -0.445981 51.662989, -0.445981 51.618252, -0.507459 51.618252))",random
1844,1845,1538943505703309313,2022-06-20 17:54:58,"LACoFD-6 | Inglewood / S. LA Structure Fire reported at Nadeau St / Lou Dillon Ave

https://t.co/f9nBKlrkno
#lacofd #lacofdalert",en,"Florence-Graham, CA",,POINT (-118.235055 33.96736),cali_fire
1845,1846,1526429086511407104,2022-05-17 05:07:08,"LA-Valley Vegetation Fire reported at Luanda St / Terra Bella St

https://t.co/9SePuBwwPS
#lafd #lafdalert",en,"Los Angeles, CA",,POINT (-118.383 34.283),cali_fire
1846,1847,1323329052023902211,2020-11-02 18:20:06+00:00,Cluedo has had a bit of an update,en,na,na,"POLYGON ((-0.481469 51.339482, -0.481469 51.412008, -0.342575 51.412008, -0.342575 51.339482, -0.481469 51.339482))",random
1847,1848,1526320517564727300,2022-05-16 21:55:43,!!CLEARED SIGALERT!!  Earlier brush fire put out in #MarinaDelRey on The 90 Marina Fwy WB at Culver Blvd #LAtraffic https://t.co/e2e6MWkOvI,en,"Los Angeles, CA",,POINT (-118.4321 33.98186),cali_fire
1848,1849,1301842049990303744,2020-09-04 11:18:26+00:00,@Bothsides_now good morning Kirsten my very special friend have a most beautiful day https://t.co/cJyM66iW68,en,na,na,"POLYGON ((0.252097 51.597898, 0.252097 51.645571, 0.364782 51.645571, 0.364782 51.597898, 0.252097 51.597898))",random
1849,1850,1323366910218637313,2020-11-02 20:50:33+00:00,"All these folks panic buying toilet roll (again). It's a 1 month lockdown so buying a 16-pack means you're expecting to go through ½ a roll a day. What the hell do you expect to happen that means you're going to get through ½ a roll a day?

Actually, don't answer that.",en,na,na,"POLYGON ((-0.304758 51.308464, -0.304758 51.381086, -0.217073 51.381086, -0.217073 51.308464, -0.304758 51.308464))",random
1850,1851,1323371496534847488,2020-11-02 21:08:46+00:00,Wow really well done 🙌🏻,en,na,na,"POLYGON ((0.374358 51.590543, 0.374358 51.648688, 0.447683 51.648688, 0.447683 51.590543, 0.374358 51.590543))",random
1851,1852,1302276880960229377,2020-09-05 16:06:18+00:00,@Mommaparker2 You’re welcome and thank you for RTs 💕🌸,en,na,na,"POLYGON ((-0.387744 51.349772, -0.387744 51.403572, -0.305355 51.403572, -0.305355 51.349772, -0.387744 51.349772))",random
1852,1853,1322915586528063489,2020-11-01 14:57:09+00:00,@Jaydeno35571103 @PockitUK They don’t care! Ive got my account blocked over a month ago and there is no way to escalate it.  They just scammed us,en,na,na,"POLYGON ((-0.15191 51.410792, -0.15191 51.509887, -0.078902 51.509887, -0.078902 51.410792, -0.15191 51.410792))",random
1853,1854,1323324092351655937,2020-11-02 18:00:24+00:00,"18:00 GMT: temperature 10.2°C, humidity 70%, wind SSW 3.7 mph ave, 12.1 mph gust, rain 0.0 mm/hr, pressure 1012.0 hPa rising quickly https://t.co/zwq4Wi61ZG",en,na,na,POINT (-0.251 51.365),random
1854,1855,1333841137262600192,2020-12-01 18:31:23+00:00,You belong in prison with him🤮,en,na,na,"POLYGON ((-0.437143 51.69365, -0.437143 51.713155, -0.404615 51.713155, -0.404615 51.69365, -0.437143 51.69365))",random
1855,1856,1490449705506988038,2022-02-06 22:17:55,"Gov. Newsom Under Fire as Problems Grow for Legal Marijuana in California
https://t.co/RE230slEkg",en,"Lake Elsinore, CA",,"POLYGON ((-117.413156 33.618447, -117.413156 33.713284, -117.216785 33.713284, -117.216785 33.618447, -117.413156 33.618447))",cali_fire
1856,1857,1544184081272844288,2022-07-05 04:59:09,I guess the supply chain issues haven’t impacted illegal fireworks in downtown LA,en,"Los Angeles, CA",,"POLYGON ((-118.668404 33.704538, -118.668404 34.337041, -118.155409 34.337041, -118.155409 33.704538, -118.668404 33.704538))",cali_fire
